title,date,category,link
Bingham Farms Physician Convicted of Drug and Health Care Fraud Charges,"July 11, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/httpswwwjusticegovusao-edmiprbingham-farms-physician-convicted-drug-and-health-care-fraud-charges/
Jury Convicts Doctor of Health Care Fraud Scheme,"July 8, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-doctor-of-health-care-fraud-scheme/
Richmond County Ambulance Agreed to Pay $1.5 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment,"July 7, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/richmond-county-ambulance-agreed-to-pay-15-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/
Addiction Treatment Facilities’ Medical Director Sentenced in $112 Million Addiction Treatment Fraud Scheme,"July 7, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/addiction-treatment-facilities-medical-director-sentenced-in-112-million-addiction-treatment-fraud-scheme/
West Virginia Hospital to Pay $1.5 Million to Settle Allegations Concerning Impermissible Financial Relationships with Referring Physicians,"July 7, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/west-virginia-hospital-to-pay-15-million-to-settle-allegations-concerning-impermissible-financial-relationships-with-referring-physicians/
"Bruce M Hertz, MD Agreed to Pay $61,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment","July 6, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/bruce-m-hertz-md-agreed-to-pay-61000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment/
Two Sentenced for Scheme to Steal and Sell Vaccination Cards,"July 6, 2022",COVID-19,https://oig.hhs.gov/fraud/enforcement/two-sentenced-for-scheme-to-steal-and-sell-vaccination-cards/
CEO of Raleigh Healthcare Company Pleads Guilty to Multi-Million Dollar Healthcare Fraud,"July 6, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ceo-of-raleigh-healthcare-company-pleads-guilty-to-multi-million-dollar-healthcare-fraud/
Former Nursing Home Employee Pleads No Contest to Abuse Following Attorney General Medicaid Fraud Control Unit Investigation,"July 6, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-nursing-home-employee-pleads-no-contest-to-abuse-following-attorney-general-medicaid-fraud-control-unit-investigation/
"Michael Dalton Hanowell, MD, Hanowell Spine Clinic, and Hanowell Pain Management Agreed to Pay $409,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Exceeded the Number of Sessions Allowed","July 5, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/michael-dalton-hanowell-md-hanowell-spine-clinic-and-hanowell-pain-management-agreed-to-pay-409000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-exceeded-the-number-of-sessions-allowed/
Acting AG Platkin Announces the Arrest of Hudson County Pharmacist Charged with Selling Fake COVID-19 Vaccination Record Cards to Individuals Who Did Not Receive the Vaccine,"July 1, 2022",COVID-19,https://oig.hhs.gov/fraud/enforcement/acting-ag-platkin-announces-the-arrest-of-hudson-county-pharmacist-charged-with-selling-fake-covid-19-vaccination-record-cards-to-individuals-who-did-not-receive-the-vaccine/
MCS Advantage Agrees to Pay 4.2 Million Dollars to Resolve Allegations that it Violated the False Claims Act and Anti-Kickback Statute,"July 1, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mcs-advantage-agrees-to-pay-42-million-dollars-to-resolve-allegations-that-it-violated-the-false-claims-act-and-anti-kickback-statute/
Department of Justice Settles Lawsuit Against Spine Device Distributor and its Owners Alleging Illegal Kickbacks to Physicians,"July 1, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/department-of-justice-settles-lawsuit-against-spine-device-distributor-and-its-owners-alleging-illegal-kickbacks-to-physicians/
Attorney General Josh Stein Announces $11.2 Million Multistate Medicaid Settlement,"July 1, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-112-million-multistate-medicaid-settlement/
MorseLife Nursing Home Health System Agrees to Pay $1.75 Million to Settle False Claims Act Allegations for Facilitating COVID-19 Vaccinations of Ineligible Donors and Prospective Donors,"June 30, 2022",COVID-19,https://oig.hhs.gov/fraud/enforcement/morselife-nursing-home-health-system-agrees-to-pay-175-million-to-settle-false-claims-act-allegations-for-facilitating-covid-19-vaccinations-of-ineligible-donors-and-prospective-donors/
Maryland Man Charged With Defrauding Medicaid in Scheme Involving Personal Care Services,"June 30, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-charged-with-defrauding-medicaid-in-scheme-involving-personal-care-services/
Mississippi Pharmacist Returns $7.1 Million Unlawfully Taken From Medicare,"June 30, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mississippi-pharmacist-returns-71-million-unlawfully-taken-from-medicare/
Nurse Practitioner Pleads Guilty To Conspiracy In $15 Million Durable Medical Equipment Scheme,"June 30, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-pleads-guilty-to-conspiracy-in-15-million-durable-medical-equipment-scheme/
"Charles D Hunter Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Services","June 29, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/charles-d-hunter-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-services/
Sandy Springs Man Sentenced for Tricare and Medicare Fraud Scheme,"June 29, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sandy-springs-man-sentenced-for-tricare-and-medicare-fraud-scheme/
"Three Florida Pharmacies Agree to Pay $830,707 to Resolve Allegations They Fraudulently Billed Federal Health Care Programs","June 29, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-florida-pharmacies-agree-to-pay-830707-to-resolve-allegations-they-fraudulently-billed-federal-health-care-programs/
U.S. Attorney Announces $7.85 Million Settlement With Citadel Skilled Nursing Facility In Bronx For Fraudulently Switching Residents’ Healthcare Coverage To Boost Medicare Payments,"June 29, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-785-million-settlement-with-citadel-skilled-nursing-facility-in-bronx-for-fraudulently-switching-residents-healthcare-coverage-to-boost-medicare-payments/
Three More Defendants Sentenced for Their Roles in Wide-Ranging Medicaid Fraud Conspiracy,"June 29, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-more-defendants-sentenced-for-their-roles-in-wide-ranging-medicaid-fraud-conspiracy/
Justice Department’s Criminal Division Creates New England Prescription Opioid Strike Force to Focus on Illegal Opioid Prescriptions,"June 29, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-departments-criminal-division-creates-new-england-prescription-opioid-strike-force-to-focus-on-illegal-opioid-prescriptions/
Cheshire Medical Center Agreed to Pay $1.2 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Therapy Services Not Provided as Claimed,"June 29, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/cheshire-medical-center-agreed-to-pay-12-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-therapy-services-not-provided-as-claimed/
Worcester Adult Day Care Center Resolves Allegations of Improper Billing,"June 29, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/worcester-adult-day-care-center-resolves-allegations-of-improper-billing/
Jury Convicts State Lawmaker of COVID-19 Fraud Scheme at Springfield Health Care Charity,"June 28, 2022",COVID-19,https://oig.hhs.gov/fraud/enforcement/jury-convicts-state-lawmaker-of-covid-19-fraud-scheme-at-springfield-health-care-charity/
Fifteen Texas Doctors Agree to Pay over $2.8 Million to Settle Kickback Allegations,"June 28, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fifteen-texas-doctors-agree-to-pay-over-28-million-to-settle-kickback-allegations/
Attorney General Steve Marshall Announces Conviction and Sentencing of Shelby County Woman for Theft from Residents of Two Alabama Nursing Homes,"June 28, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-steve-marshall-announces-conviction-and-sentencing-of-shelby-county-woman-for-theft-from-residents-of-two-alabama-nursing-homes/
More charges filed in fraud and kickback scheme,"June 27, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/more-charges-filed-in-fraud-and-kickback-scheme/
"Mallinckrodt to Pay Arkansas $238,000 to Settle Lawsuit Alleging Underpayment of Medicaid Drug Rebates","June 27, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/mallinckrodt-to-pay-arkansas-238000-to-settle-lawsuit-alleging-underpayment-of-medicaid-drug-rebates/
"Hy-Vee Agreed to Pay $105,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 24, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/hy-vee-agreed-to-pay-105000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Nursing Director Pleads Guilty to Lying to Federal Agents Regarding Production of Fraudulent COVID-19 Vaccine Cards,"June 23, 2022",COVID-19,https://oig.hhs.gov/fraud/enforcement/nursing-director-pleads-guilty-to-lying-to-federal-agents-regarding-production-of-fraudulent-covid-19-vaccine-cards/
New Orleans Woman Charged with Health Care Fraud,"June 23, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-orleans-woman-charged-with-health-care-fraud/
Charlotte Doctor Is Indicted For $11 Million Durable Medical Equipment Scheme,"June 23, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charlotte-doctor-is-indicted-for-11-million-durable-medical-equipment-scheme/
Former Nursing Home Employee Pleads Guilty to Abuse Following Attorney General Medicaid Fraud Control Unit Investigation,"June 23, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-nursing-home-employee-pleads-guilty-to-abuse-following-attorney-general-medicaid-fraud-control-unit-investigation/
William Beaumont Hospital Agreed to Pay $1.7 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Excess Compensation and Free Medical Equipment and Personnel,"June 22, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/william-beaumont-hospital-agreed-to-pay-17-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-excess-compensation-and-free-medical-equipment-and-personnel/
AG Balderas Joins $230 Million Settlement Against Pharmaceutical Company Over Allegations Of Medicaid Fraud,"June 22, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-balderas-joins-230-million-settlement-against-pharmaceutical-company-over-allegations-of-medicaid-fraud/
"J. Arthur Trudeau Memorial Center Agreed to Pay $112,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 21, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/j-arthur-trudeau-memorial-center-agreed-to-pay-112000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Molina Healthcare Agrees to Pay Over $4.5 Million to Resolve Allegations of False Claims Act Violations,"June 21, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/molina-healthcare-agrees-to-pay-over-45-million-to-resolve-allegations-of-false-claims-act-violations/
Paducah Doctor Admits to Violating the False Claims Act and Being Liable for Millions for His Role in a Telehealth Scheme by Ordering Durable Medical Equipment (DME) and Genetic Tests,"June 21, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/paducah-doctor-admits-to-violating-the-false-claims-act-and-being-liable-for-millions-for-his-role-in-a-telehealth-scheme-by-ordering-durable-medical-equipment-dme-and-genetic-tests/
"DuPage Medical Group Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 21, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/dupage-medical-group-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Montana State Hospital Agreed to Pay $89,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 21, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/montana-state-hospital-agreed-to-pay-89000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Outpatient Mental Health Company Will Pay $4.6 Million To Resolve False Claims Allegations,"June 21, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/outpatient-mental-health-company-will-pay-46-million-to-resolve-false-claims-allegations/
Oklahoma Recovers More Than $3.8 Million from Mallinckrodt for Alleged Underpayment of Medicaid Drug Rebates,"June 21, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/oklahoma-recovers-more-than-38-million-from-mallinckrodt-for-alleged-underpayment-of-medicaid-drug-rebates/
Wisconsin Department of Justice Announces Mallinckrodt to Pay $230 Million Agreement in Underpayment of Medicaid Drug Rebates Lawsuit,"June 20, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/wisconsin-department-of-justice-announces-mallinckrodt-to-pay-230-million-agreement-in-underpayment-of-medicaid-drug-rebates-lawsuit/
Registered Nurse Pleads Guilty in Covid-19 Vaccination Record Card Fraud,"June 17, 2022",COVID-19,https://oig.hhs.gov/fraud/enforcement/registered-nurse-pleads-guilty-in-covid-19-vaccination-record-card-fraud/
Man Arrested for Allegedly Distributing Over $230 Million of Adulterated HIV Medication,"June 17, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-arrested-for-allegedly-distributing-over-230-million-of-adulterated-hiv-medication/
Attorney General Bonta Secures Conviction of San Joaquin County Doctor in Connection with Four-Year Medi-Cal Fraud Scheme,"June 17, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-secures-conviction-of-san-joaquin-county-doctor-in-connection-with-four-year-medi-cal-fraud-scheme/
Mallinckrodt To Pay $233 Million in National Settlement of Allegations That It Defrauded Medicaid Drug Rebate Program,"June 17, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/mallinckrodt-to-pay-233-million-in-national-settlement-of-allegations-that-it-defrauded-medicaid-drug-rebate-program/
Attorney General Josh Stein Announces $233 Million Multistate Medicaid Settlement with Mallinckrodt,"June 17, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-233-million-multistate-medicaid-settlement-with-mallinckrodt/
Medical Director of Baltimore County Pain Management Clinic Pleads Guilty to Conspiracy to Distribute and Dispense Oxycodone,"June 16, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-director-of-baltimore-county-pain-management-clinic-pleads-guilty-to-conspiracy-to-distribute-and-dispense-oxycodone/
"Two Doctors and Their Medical Practice to Pay More than $181,000 to Resolve False Claims Act Liability Arising from Billing of “Sanexas” Devices","June 16, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-doctors-and-their-medical-practice-to-pay-more-than-181000-to-resolve-false-claims-act-liability-arising-from-billing-of-sanexas-devices/
Kentucky Psychiatrist Sentenced for Health Care Fraud Related to Referrals for Drug Testing at Greensburg Lab,"June 16, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kentucky-psychiatrist-sentenced-for-health-care-fraud-related-to-referrals-for-drug-testing-at-greensburg-lab/
Owner and Operator of Telemedicine and Telemarketing Companies Sentenced to 14 Years for $20 Million Fraud Scheme and $4 Million Tax Evasion,"June 16, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-and-operator-of-telemedicine-and-telemarketing-companies-sentenced-to-14-years-for-20-million-fraud-scheme-and-4-million-tax-evasion/
Attorney General Moody Helps Secure More Than $233 Million From Mallinckrodt Over Alleged Underpayment of Medicaid Drug Rebates,"June 16, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-helps-secure-more-than-233-million-from-mallinckrodt-over-alleged-underpayment-of-medicaid-drug-rebates/
Attorney General Ford Announces Settlement with Mallinckrodt ARD Pharmaceutical Company for Fraudulent Medicaid Claims,"June 16, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-settlement-with-mallinckrodt-ard-pharmaceutical-company-for-fraudulent-medicaid-claims/
Attorney General James Recovers $26.8 Million from Drug Manufacturer Mallinckrodt for Medicaid Fraud,"June 16, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-recovers-268-million-from-drug-manufacturer-mallinckrodt-for-medicaid-fraud/
AG Healey Sues Rowley Nursing Home and Owner Over Infection Control Failures During COVID-19 Pandemic,"June 15, 2022",COVID-19,https://oig.hhs.gov/fraud/enforcement/ag-healey-sues-rowley-nursing-home-and-owner-over-infection-control-failures-during-covid-19-pandemic/
Justice Department Sues American Health Foundation and Its Affiliates for Providing Grossly Substandard Nursing Home Services,"June 15, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-sues-american-health-foundation-and-its-affiliates-for-providing-grossly-substandard-nursing-home-services/
Eastern Idaho Nurse Practitioner Pays the Price for Unlawfully Prescribing Narcotics,"June 14, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eastern-idaho-nurse-practitioner-pays-the-price-for-unlawfully-prescribing-narcotics/
Alleged Health Care Fraudster Ordered Detained Pending Trial After Being Arrested on a Jet Ski Headed Toward Cuba,"June 14, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/alleged-health-care-fraudster-ordered-detained-pending-trial-after-being-arrested-on-a-jet-ski-headed-toward-cuba/
"University of Chicago Medical Center Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 14, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/university-of-chicago-medical-center-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Attorney General Moody Announces Arrest of Home Health Aide Employee for Withholding Services from Disabled Adult,"June 14, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-home-health-aide-employee-for-withholding-services-from-disabled-adult/
"Elizabeth Snoderly, DO Agreed to Pay $297,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Exceeded the Number of Sessions Allowed","June 10, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/elizabeth-snoderly-do-agreed-to-pay-297000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-exceeded-the-number-of-sessions-allowed/
"Maria McIntire, MD Agreed to Pay $162,000 for Receiving Remuneration in Exchange for Ordering Durable Medical Equipment","June 10, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/maria-mcintire-md-agreed-to-pay-162000-for-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment/
"Melissa Robitaille, DPM and Atlantic Foot and Ankle Specialists Were Excluded for Defaulting on Payment Obligations","June 10, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/melissa-robitaille-dpm-and-atlantic-foot-and-ankle-specialists-were-excluded-for-defaulting-on-payment-obligations/
Steward Health Care System Agrees to Pay $4.7 Million to Resolve Allegations of False Claims Act Violations,"June 10, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/steward-health-care-system-agrees-to-pay-47-million-to-resolve-allegations-of-false-claims-act-violations/
Jury Finds Doctor Guilty in $10 Million TRICARE Scheme,"June 10, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-finds-doctor-guilty-in-10-million-tricare-scheme/
Los Angeles Doctor to Pay $9.5 Million to Resolve Allegations of Fraud Against Medicare and Medi-Cal,"June 10, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/los-angeles-doctor-to-pay-95-million-to-resolve-allegations-of-fraud-against-medicare-and-medi-cal/
Scotts Valley Resident Pleads Guilty to Defrauding Investors In Medical Technology Company,"June 10, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/scotts-valley-resident-pleads-guilty-to-defrauding-investors-in-medical-technology-company/
"Former Physician's Assistant Indicted for Health Care Fraud, Aggravated Identity Theft, and Illegally Prescribing Controlled Substances","June 10, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-physicians-assistant-indicted-for-health-care-fraud-aggravated-identity-theft-and-illegally-prescribing-controlled-substances/
Attorney General Bonta Announces Settlement Resolving Medi-Cal Fraud Allegations Against Internal Medicine Practitioner in Southern California,"June 10, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-settlement-resolving-medi-cal-fraud-allegations-against-internal-medicine-practitioner-in-southern-california/
Attorney General O’Connor Announces Settlement with Tri-State Medical Supplies,"June 10, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-oconnor-announces-settlement-with-tri-state-medical-supplies/
Cumberland County Woman Pleads Guilty To Making False Statements Concerning Her Daughter’s Medical Care,"June 9, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cumberland-county-woman-pleads-guilty-to-making-false-statements-concerning-her-daughters-medical-care/
"AnMed Health Cannon Agreed to Pay $551,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Physician in the Form of Space, Equipment, and Staff Costs","June 9, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/anmed-health-cannon-agreed-to-pay-551000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-physician-in-the-form-of-space-equipment-and-staff-costs/
Attorney General Steve Marshall Announces Conviction of Nurse for Theft of Narcotics from Butler County Nursing Home,"June 9, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-steve-marshall-announces-conviction-of-nurse-for-theft-of-narcotics-from-butler-county-nursing-home/
"Medford Man Found Guilty, Sentenced To Jail for Defrauding MassHealth","June 9, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/medford-man-found-guilty-sentenced-to-jail-for-defrauding-masshealth/
"Medford Man Found Guilty, Sentenced To Jail for Defrauding MassHealth","June 9, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/medford-man-found-guilty-sentenced-to-jail-for-defrauding-masshealth-2/
Medicaid Fraud Control Unit Recovery,"June 9, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/medicaid-fraud-control-unit-recovery/
Former Owner of Chicago Health Care Company Sentenced to a Year in Federal Prison for Billing Medicare for Non-Existent Treatment,"June 8, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-owner-of-chicago-health-care-company-sentenced-to-a-year-in-federal-prison-for-billing-medicare-for-non-existent-treatment/
Muskegon Doctor Pleads Guilty To Billing For Office Visits She Never Performed And Agrees To Settle Civil Claims For Half A Million Dollars,"June 8, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/muskegon-doctor-pleads-guilty-to-billing-for-office-visits-she-never-performed-and-agrees-to-settle-civil-claims-for-half-a-million-dollars/
"Loving Life Host Homes Agreed to Pay $295,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 8, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/loving-life-host-homes-agreed-to-pay-295000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Attorney General Alan Wilson announces recovery of almost $125,000 in Medicaid fraud","June 8, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-recovery-of-almost-125000-in-medicaid-fraud/
Georgia Man Pleads Guilty To Fraud And Kickback Scheme Involving Covid-19 And Cancer Genetic Testing,"June 7, 2022",COVID-19,https://oig.hhs.gov/fraud/enforcement/georgia-man-pleads-guilty-to-fraud-and-kickback-scheme-involving-covid-19-and-cancer-genetic-testing/
Collinsville osteopathic physician admits illegally prescribing drug,"June 7, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/collinsville-osteopathic-physician-admits-illegally-prescribing-drug/
"Dansville Physician Agrees To Pay More Than $600,000 To Resolve Allegations That He Fraudulently Billed Medicare And Medicaid","June 7, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dansville-physician-agrees-to-pay-more-than-600000-to-resolve-allegations-that-he-fraudulently-billed-medicare-and-medicaid/
"Three Clinical Laboratories and Their Owner Charged With Defrauding MassHealth, Money Laundering and Illegal Kickbacks","June 7, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-clinical-laboratories-and-their-owner-charged-with-defrauding-masshealth-money-laundering-and-illegal-kickbacks/
Suburban Chicago Home Sleep Testing Company To Pay $3.5 Million To Settle Federal Health Care Fraud Suit,"June 6, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suburban-chicago-home-sleep-testing-company-to-pay-35-million-to-settle-federal-health-care-fraud-suit/
Justice Department Recovers Fraudulent Transfer of Proceeds Arising from Medical Kickback Scheme,"June 6, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-recovers-fraudulent-transfer-of-proceeds-arising-from-medical-kickback-scheme/
Attorney General Moody Announces Arrests of a Nurse and the Mother of a Medicaid Recipient for Ripping Off Medicaid Program,"June 6, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrests-of-a-nurse-and-the-mother-of-a-medicaid-recipient-for-ripping-off-medicaid-program/
AG Balderas Secures Prison Sentence for Power of Attorney Accused of Financially Exploiting Nursing Home Resident and Defrauding the State Medicaid Program,"June 6, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-balderas-secures-prison-sentence-for-power-of-attorney-accused-of-financially-exploiting-nursing-home-resident-and-defrauding-the-state-medicaid-program/
"Cumberland County Man To Pay $900,000 For Violations Of The False Claims Act","June 3, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cumberland-county-man-to-pay-900000-for-violations-of-the-false-claims-act/
"Tampa Bay Medical Biller Sentenced For Healthcare Fraud, Aggravated Identity Theft, And Tax Offenses","June 2, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tampa-bay-medical-biller-sentenced-for-healthcare-fraud-aggravated-identity-theft-and-tax-offenses/
Judge Orders Middle Georgia Family Rehab to Pay $9.6 Million in Damages for Submitting Hundreds of Fraudulent TRICARE/Medicaid Claims,"June 2, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/judge-orders-middle-georgia-family-rehab-to-pay-96-million-in-damages-for-submitting-hundreds-of-fraudulent-tricaremedicaid-claims/
Woman Indicted for Prescribing Medically Unnecessary Medical Equipment in $8.8 Million Health Care Fraud Scheme,"June 2, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-indicted-for-prescribing-medically-unnecessary-medical-equipment-in-88-million-health-care-fraud-scheme/
